Road ID,Direction,Year,Hour,VEH,Average Speed,PC,Taxi,LGV3,LGV4,LGV6,HGV7,HGV8,PLB,PV4,PV5,NFB6,NFB7,NFB8,FBSD,FBDD,MC,HV%
1a,Bothbound,2023,0,450,40,82,5,0.1,3.9,2,2,0,0,2.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1,12
1a,NB,2023,0,240,40,82,5,0.1,3.9,2,2,0,0,2.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1,12
1a,SB,2023,0,210,40,82,5,0.1,3.9,2,2,0,0,2.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1,12
1a,Bothbound,2028,0,470,40,82,5,0.1,3.9,2,2,0,0,2.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1,12
1a,NB,2028,0,250,40,82,5,0.1,3.9,2,2,0,0,2.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1,12
1a,SB,2028,0,220,40,82,5,0.1,3.9,2,2,0,0,2.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1,12
1a,Bothbound,2033,0,490,40,82,5,0.1,3.9,2,2,0,0,2.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1,12
1a,NB,2033,0,260,40,82,5,0.1,3.9,2,2,0,0,2.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1,12
1a,SB,2033,0,230,40,82,5,0.1,3.9,2,2,0,0,2.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1,12
1a,Bothbound,2038,0,510,40,82,5,0.1,3.9,2,2,0,0,2.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1,12
1a,NB,2038,0,270,40,82,5,0.1,3.9,2,2,0,0,2.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1,12
1a,SB,2038,0,240,40,82,5,0.1,3.9,2,2,0,0,2.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1,12
1a,Bothbound,2023,1,380,40,82,4,0.1,2.9,3,2,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,13
1a,NB,2023,1,200,40,82,4,0.1,2.9,3,2,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,13
1a,SB,2023,1,180,40,82,4,0.1,2.9,3,2,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,13
1a,Bothbound,2028,1,390,40,82,4,0.1,2.9,3,2,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,13
1a,NB,2028,1,210,40,82,4,0.1,2.9,3,2,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,13
1a,SB,2028,1,180,40,82,4,0.1,2.9,3,2,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,13
1a,Bothbound,2033,1,410,40,82,4,0.1,2.9,3,2,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,13
1a,NB,2033,1,220,40,82,4,0.1,2.9,3,2,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,13
1a,SB,2033,1,190,40,82,4,0.1,2.9,3,2,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,13
1a,Bothbound,2038,1,430,40,82,4,0.1,2.9,3,2,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,13
1a,NB,2038,1,230,40,82,4,0.1,2.9,3,2,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,13
1a,SB,2038,1,200,40,82,4,0.1,2.9,3,2,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,13
1a,Bothbound,2023,2,330,40,80,5,0.1,3.9,3,3,0,0,2.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1,14
1a,NB,2023,2,170,40,80,5,0.1,3.9,3,3,0,0,2.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1,14
1a,SB,2023,2,160,40,80,5,0.1,3.9,3,3,0,0,2.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1,14
1a,Bothbound,2028,2,340,40,80,5,0.1,3.9,3,3,0,0,2.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1,14
1a,NB,2028,2,170,40,80,5,0.1,3.9,3,3,0,0,2.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1,14
1a,SB,2028,2,170,40,80,5,0.1,3.9,3,3,0,0,2.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1,14
1a,Bothbound,2033,2,350,40,80,5,0.1,3.9,3,3,0,0,2.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1,14
1a,NB,2033,2,180,40,80,5,0.1,3.9,3,3,0,0,2.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1,14
1a,SB,2033,2,170,40,80,5,0.1,3.9,3,3,0,0,2.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1,14
1a,Bothbound,2038,2,370,40,80,5,0.1,3.9,3,3,0,0,2.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1,14
1a,NB,2038,2,190,40,80,5,0.1,3.9,3,3,0,0,2.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1,14
1a,SB,2038,2,180,40,80,5,0.1,3.9,3,3,0,0,2.2,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,1,14
1a,Bothbound,2023,3,310,40,83,4,0.1,1.9,3,2,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,12
1a,NB,2023,3,170,40,83,4,0.1,1.9,3,2,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,12
1a,SB,2023,3,140,40,83,4,0.1,1.9,3,2,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,12
1a,Bothbound,2028,3,320,40,83,4,0.1,1.9,3,2,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,12
1a,NB,2028,3,170,40,83,4,0.1,1.9,3,2,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,12
1a,SB,2028,3,150,40,83,4,0.1,1.9,3,2,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,12
1a,Bothbound,2033,3,330,40,83,4,0.1,1.9,3,2,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,12
1a,NB,2033,3,180,40,83,4,0.1,1.9,3,2,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,12
1a,SB,2033,3,150,40,83,4,0.1,1.9,3,2,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,12
1a,Bothbound,2038,3,350,40,83,4,0.1,1.9,3,2,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,12
1a,NB,2038,3,190,40,83,4,0.1,1.9,3,2,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,12
1a,SB,2038,3,160,40,83,4,0.1,1.9,3,2,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,12
1a,Bothbound,2023,4,280,40,82,4,0.1,4.9,2,2,0,0,1.6,1.4,0.0,0.0,0.0,0.0,0.0,2,12
1a,NB,2023,4,150,40,82,4,0.1,4.9,2,2,0,0,1.6,1.4,0.0,0.0,0.0,0.0,0.0,2,12
1a,SB,2023,4,130,40,82,4,0.1,4.9,2,2,0,0,1.6,1.4,0.0,0.0,0.0,0.0,0.0,2,12
1a,Bothbound,2028,4,280,40,82,4,0.1,4.9,2,2,0,0,1.6,1.4,0.0,0.0,0.0,0.0,0.0,2,12
1a,NB,2028,4,150,40,82,4,0.1,4.9,2,2,0,0,1.6,1.4,0.0,0.0,0.0,0.0,0.0,2,12
1a,SB,2028,4,130,40,82,4,0.1,4.9,2,2,0,0,1.6,1.4,0.0,0.0,0.0,0.0,0.0,2,12
1a,Bothbound,2033,4,290,40,82,4,0.1,4.9,2,2,0,0,1.6,1.4,0.0,0.0,0.0,0.0,0.0,2,12
1a,NB,2033,4,160,40,82,4,0.1,4.9,2,2,0,0,1.6,1.4,0.0,0.0,0.0,0.0,0.0,2,12
1a,SB,2033,4,130,40,82,4,0.1,4.9,2,2,0,0,1.6,1.4,0.0,0.0,0.0,0.0,0.0,2,12
1a,Bothbound,2038,4,310,40,82,4,0.1,4.9,2,2,0,0,1.6,1.4,0.0,0.0,0.0,0.0,0.0,2,12
1a,NB,2038,4,170,40,82,4,0.1,4.9,2,2,0,0,1.6,1.4,0.0,0.0,0.0,0.0,0.0,2,12
1a,SB,2038,4,140,40,82,4,0.1,4.9,2,2,0,0,1.6,1.4,0.0,0.0,0.0,0.0,0.0,2,12
1a,Bothbound,2023,5,220,40,79,6,0.1,2.9,3,3,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,14
1a,NB,2023,5,110,40,79,6,0.1,2.9,3,3,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,14
1a,SB,2023,5,110,40,79,6,0.1,2.9,3,3,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,14
1a,Bothbound,2028,5,230,40,79,6,0.1,2.9,3,3,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,14
1a,NB,2028,5,120,40,79,6,0.1,2.9,3,3,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,14
1a,SB,2028,5,110,40,79,6,0.1,2.9,3,3,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,14
1a,Bothbound,2033,5,240,40,79,6,0.1,2.9,3,3,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,14
1a,NB,2033,5,120,40,79,6,0.1,2.9,3,3,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,14
1a,SB,2033,5,120,40,79,6,0.1,2.9,3,3,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,14
1a,Bothbound,2038,5,250,40,79,6,0.1,2.9,3,3,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,14
1a,NB,2038,5,130,40,79,6,0.1,2.9,3,3,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,14
1a,SB,2038,5,120,40,79,6,0.1,2.9,3,3,0,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,14
1a,Bothbound,2023,6,390,40,77,5,0.1,2.9,2,2,5,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,17
1a,NB,2023,6,200,40,77,5,0.1,2.9,2,2,5,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,17
1a,SB,2023,6,190,40,77,5,0.1,2.9,2,2,5,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,17
1a,Bothbound,2028,6,410,40,77,5,0.1,2.9,2,2,5,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,17
1a,NB,2028,6,210,40,77,5,0.1,2.9,2,2,5,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,17
1a,SB,2028,6,200,40,77,5,0.1,2.9,2,2,5,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,17
1a,Bothbound,2033,6,430,40,77,5,0.1,2.9,2,2,5,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,17
1a,NB,2033,6,220,40,77,5,0.1,2.9,2,2,5,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,17
1a,SB,2033,6,210,40,77,5,0.1,2.9,2,2,5,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,17
1a,Bothbound,2038,6,450,40,77,5,0.1,2.9,2,2,5,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,17
1a,NB,2038,6,230,40,77,5,0.1,2.9,2,2,5,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,17
1a,SB,2038,6,220,40,77,5,0.1,2.9,2,2,5,0,2.7,2.3,0.0,0.0,0.0,0.0,0.0,1,17
1a,Bothbound,2023,7,510,38,20,2,0.3,11.7,6,33,12,2,2.2,1.7999999999999998,0.8,0.6,0.6,2.5,2.5,2,76
1a,NB,2023,7,280,38,20,2,0.3,11.7,6,33,12,2,2.2,1.7999999999999998,0.8,0.6,0.6,2.5,2.5,2,76
1a,SB,2023,7,230,38,20,2,0.3,11.7,6,33,12,2,2.2,1.7999999999999998,0.8,0.6,0.6,2.5,2.5,2,76
1a,Bothbound,2028,7,520,38,20,2,0.3,11.7,6,33,12,2,2.2,1.7999999999999998,0.8,0.6,0.6,2.5,2.5,2,76
1a,NB,2028,7,280,38,20,2,0.3,11.7,6,33,12,2,2.2,1.7999999999999998,0.8,0.6,0.6,2.5,2.5,2,76
1a,SB,2028,7,240,38,20,2,0.3,11.7,6,33,12,2,2.2,1.7999999999999998,0.8,0.6,0.6,2.5,2.5,2,76
1a,Bothbound,2033,7,550,37,20,2,0.3,11.7,6,33,12,2,2.2,1.7999999999999998,0.8,0.6,0.6,2.5,2.5,2,76
1a,NB,2033,7,300,37,20,2,0.3,11.7,6,33,12,2,2.2,1.7999999999999998,0.8,0.6,0.6,2.5,2.5,2,76
1a,SB,2033,7,250,37,20,2,0.3,11.7,6,33,12,2,2.2,1.7999999999999998,0.8,0.6,0.6,2.5,2.5,2,76
1a,Bothbound,2038,7,570,37,20,2,0.3,11.7,6,33,12,2,2.2,1.7999999999999998,0.8,0.6,0.6,2.5,2.5,2,76
1a,NB,2038,7,310,37,20,2,0.3,11.7,6,33,12,2,2.2,1.7999999999999998,0.8,0.6,0.6,2.5,2.5,2,76
1a,SB,2038,7,260,37,20,2,0.3,11.7,6,33,12,2,2.2,1.7999999999999998,0.8,0.6,0.6,2.5,2.5,2,76
1a,Bothbound,2023,8,720,34,20,4,0.3,11.7,9,28,10,3,3.3,2.7,0.8,0.6,0.6,2.0,2.0,2,74
1a,NB,2023,8,360,34,20,4,0.3,11.7,9,28,10,3,3.3,2.7,0.8,0.6,0.6,2.0,2.0,2,74
1a,SB,2023,8,360,34,20,4,0.3,11.7,9,28,10,3,3.3,2.7,0.8,0.6,0.6,2.0,2.0,2,74
1a,Bothbound,2028,8,750,33,20,4,0.3,11.7,9,28,10,3,3.3,2.7,0.8,0.6,0.6,2.0,2.0,2,74
1a,NB,2028,8,370,33,20,4,0.3,11.7,9,28,10,3,3.3,2.7,0.8,0.6,0.6,2.0,2.0,2,74
1a,SB,2028,8,380,33,20,4,0.3,11.7,9,28,10,3,3.3,2.7,0.8,0.6,0.6,2.0,2.0,2,74
1a,Bothbound,2033,8,780,33,20,4,0.3,11.7,9,28,10,3,3.3,2.7,0.8,0.6,0.6,2.0,2.0,2,74
1a,NB,2033,8,390,33,20,4,0.3,11.7,9,28,10,3,3.3,2.7,0.8,0.6,0.6,2.0,2.0,2,74
1a,SB,2033,8,390,33,20,4,0.3,11.7,9,28,10,3,3.3,2.7,0.8,0.6,0.6,2.0,2.0,2,74
1a,Bothbound,2038,8,820,32,20,4,0.3,11.7,9,28,10,3,3.3,2.7,0.8,0.6,0.6,2.0,2.0,2,74
1a,NB,2038,8,410,32,20,4,0.3,11.7,9,28,10,3,3.3,2.7,0.8,0.6,0.6,2.0,2.0,2,74
1a,SB,2038,8,410,32,20,4,0.3,11.7,9,28,10,3,3.3,2.7,0.8,0.6,0.6,2.0,2.0,2,74
1a,Bothbound,2023,9,650,35,20,3,0.3,9.7,6,34,15,2,1.6,1.4,0.8,0.6,0.6,1.5,1.5,2,75
1a,NB,2023,9,330,35,20,3,0.3,9.7,6,34,15,2,1.6,1.4,0.8,0.6,0.6,1.5,1.5,2,75
1a,SB,2023,9,320,35,20,3,0.3,9.7,6,34,15,2,1.6,1.4,0.8,0.6,0.6,1.5,1.5,2,75
1a,Bothbound,2028,9,670,34,20,3,0.3,9.7,6,34,15,2,1.6,1.4,0.8,0.6,0.6,1.5,1.5,2,75
1a,NB,2028,9,340,34,20,3,0.3,9.7,6,34,15,2,1.6,1.4,0.8,0.6,0.6,1.5,1.5,2,75
1a,SB,2028,9,330,34,20,3,0.3,9.7,6,34,15,2,1.6,1.4,0.8,0.6,0.6,1.5,1.5,2,75
1a,Bothbound,2033,9,700,34,20,3,0.3,9.7,6,34,15,2,1.6,1.4,0.8,0.6,0.6,1.5,1.5,2,75
1a,NB,2033,9,360,34,20,3,0.3,9.7,6,34,15,2,1.6,1.4,0.8,0.6,0.6,1.5,1.5,2,75
1a,SB,2033,9,340,34,20,3,0.3,9.7,6,34,15,2,1.6,1.4,0.8,0.6,0.6,1.5,1.5,2,75
1a,Bothbound,2038,9,740,33,20,3,0.3,9.7,6,34,15,2,1.6,1.4,0.8,0.6,0.6,1.5,1.5,2,75
1a,NB,2038,9,380,33,20,3,0.3,9.7,6,34,15,2,1.6,1.4,0.8,0.6,0.6,1.5,1.5,2,75
1a,SB,2038,9,360,33,20,3,0.3,9.7,6,34,15,2,1.6,1.4,0.8,0.6,0.6,1.5,1.5,2,75
1a,Bothbound,2023,10,580,36,20,2,0.3,9.7,8,34,12,3,2.2,1.7999999999999998,0.8,0.6,0.6,1.5,1.5,2,76
1a,NB,2023,10,320,36,20,2,0.3,9.7,8,34,12,3,2.2,1.7999999999999998,0.8,0.6,0.6,1.5,1.5,2,76
1a,SB,2023,10,260,36,20,2,0.3,9.7,8,34,12,3,2.2,1.7999999999999998,0.8,0.6,0.6,1.5,1.5,2,76
1a,Bothbound,2028,10,600,36,20,2,0.3,9.7,8,34,12,3,2.2,1.7999999999999998,0.8,0.6,0.6,1.5,1.5,2,76
1a,NB,2028,10,330,36,20,2,0.3,9.7,8,34,12,3,2.2,1.7999999999999998,0.8,0.6,0.6,1.5,1.5,2,76
1a,SB,2028,10,270,36,20,2,0.3,9.7,8,34,12,3,2.2,1.7999999999999998,0.8,0.6,0.6,1.5,1.5,2,76
1a,Bothbound,2033,10,630,35,20,2,0.3,9.7,8,34,12,3,2.2,1.7999999999999998,0.8,0.6,0.6,1.5,1.5,2,76
1a,NB,2033,10,350,35,20,2,0.3,9.7,8,34,12,3,2.2,1.7999999999999998,0.8,0.6,0.6,1.5,1.5,2,76
1a,SB,2033,10,280,35,20,2,0.3,9.7,8,34,12,3,2.2,1.7999999999999998,0.8,0.6,0.6,1.5,1.5,2,76
1a,Bothbound,2038,10,660,35,20,2,0.3,9.7,8,34,12,3,2.2,1.7999999999999998,0.8,0.6,0.6,1.5,1.5,2,76
1a,NB,2038,10,360,35,20,2,0.3,9.7,8,34,12,3,2.2,1.7999999999999998,0.8,0.6,0.6,1.5,1.5,2,76
1a,SB,2038,10,300,35,20,2,0.3,9.7,8,34,12,3,2.2,1.7999999999999998,0.8,0.6,0.6,1.5,1.5,2,76
1a,Bothbound,2023,11,610,35,18,3,0.2,7.8,10,42,10,2,1.1,0.8999999999999999,0.8,0.6,0.6,1.0,1.0,1,78
1a,NB,2023,11,280,35,18,3,0.2,7.8,10,42,10,2,1.1,0.8999999999999999,0.8,0.6,0.6,1.0,1.0,1,78
1a,SB,2023,11,330,35,18,3,0.2,7.8,10,42,10,2,1.1,0.8999999999999999,0.8,0.6,0.6,1.0,1.0,1,78
1a,Bothbound,2028,11,630,35,18,3,0.2,7.8,10,42,10,2,1.1,0.8999999999999999,0.8,0.6,0.6,1.0,1.0,1,78
1a,NB,2028,11,280,35,18,3,0.2,7.8,10,42,10,2,1.1,0.8999999999999999,0.8,0.6,0.6,1.0,1.0,1,78
1a,SB,2028,11,350,35,18,3,0.2,7.8,10,42,10,2,1.1,0.8999999999999999,0.8,0.6,0.6,1.0,1.0,1,78
1a,Bothbound,2033,11,660,34,18,3,0.2,7.8,10,42,10,2,1.1,0.8999999999999999,0.8,0.6,0.6,1.0,1.0,1,78
1a,NB,2033,11,300,34,18,3,0.2,7.8,10,42,10,2,1.1,0.8999999999999999,0.8,0.6,0.6,1.0,1.0,1,78
1a,SB,2033,11,360,34,18,3,0.2,7.8,10,42,10,2,1.1,0.8999999999999999,0.8,0.6,0.6,1.0,1.0,1,78
1a,Bothbound,2038,11,690,34,18,3,0.2,7.8,10,42,10,2,1.1,0.8999999999999999,0.8,0.6,0.6,1.0,1.0,1,78
1a,NB,2038,11,310,34,18,3,0.2,7.8,10,42,10,2,1.1,0.8999999999999999,0.8,0.6,0.6,1.0,1.0,1,78
1a,SB,2038,11,380,34,18,3,0.2,7.8,10,42,10,2,1.1,0.8999999999999999,0.8,0.6,0.6,1.0,1.0,1,78
1a,Bothbound,2023,12,650,34,14,2,0.2,7.8,16,38,13,3,1.1,0.8999999999999999,0.4,0.3,0.3,1.0,1.0,1,83
1a,NB,2023,12,330,34,14,2,0.2,7.8,16,38,13,3,1.1,0.8999999999999999,0.4,0.3,0.3,1.0,1.0,1,83
1a,SB,2023,12,320,34,14,2,0.2,7.8,16,38,13,3,1.1,0.8999999999999999,0.4,0.3,0.3,1.0,1.0,1,83
1a,Bothbound,2028,12,670,34,14,2,0.2,7.8,16,38,13,3,1.1,0.8999999999999999,0.4,0.3,0.3,1.0,1.0,1,83
1a,NB,2028,12,340,34,14,2,0.2,7.8,16,38,13,3,1.1,0.8999999999999999,0.4,0.3,0.3,1.0,1.0,1,83
1a,SB,2028,12,330,34,14,2,0.2,7.8,16,38,13,3,1.1,0.8999999999999999,0.4,0.3,0.3,1.0,1.0,1,83
1a,Bothbound,2033,12,700,33,14,2,0.2,7.8,16,38,13,3,1.1,0.8999999999999999,0.4,0.3,0.3,1.0,1.0,1,83
1a,NB,2033,12,360,33,14,2,0.2,7.8,16,38,13,3,1.1,0.8999999999999999,0.4,0.3,0.3,1.0,1.0,1,83
1a,SB,2033,12,340,33,14,2,0.2,7.8,16,38,13,3,1.1,0.8999999999999999,0.4,0.3,0.3,1.0,1.0,1,83
1a,Bothbound,2038,12,740,32,14,2,0.2,7.8,16,38,13,3,1.1,0.8999999999999999,0.4,0.3,0.3,1.0,1.0,1,83
1a,NB,2038,12,380,32,14,2,0.2,7.8,16,38,13,3,1.1,0.8999999999999999,0.4,0.3,0.3,1.0,1.0,1,83
1a,SB,2038,12,360,32,14,2,0.2,7.8,16,38,13,3,1.1,0.8999999999999999,0.4,0.3,0.3,1.0,1.0,1,83
1a,Bothbound,2023,13,660,33,14,3,0.1,4.9,10,42,17,2,1.6,1.4,0.4,0.3,0.3,1.0,1.0,1,82
1a,NB,2023,13,330,33,14,3,0.1,4.9,10,42,17,2,1.6,1.4,0.4,0.3,0.3,1.0,1.0,1,82
1a,SB,2023,13,330,33,14,3,0.1,4.9,10,42,17,2,1.6,1.4,0.4,0.3,0.3,1.0,1.0,1,82
1a,Bothbound,2028,13,690,33,14,3,0.1,4.9,10,42,17,2,1.6,1.4,0.4,0.3,0.3,1.0,1.0,1,82
1a,NB,2028,13,340,33,14,3,0.1,4.9,10,42,17,2,1.6,1.4,0.4,0.3,0.3,1.0,1.0,1,82
1a,SB,2028,13,350,33,14,3,0.1,4.9,10,42,17,2,1.6,1.4,0.4,0.3,0.3,1.0,1.0,1,82
1a,Bothbound,2033,13,720,32,14,3,0.1,4.9,10,42,17,2,1.6,1.4,0.4,0.3,0.3,1.0,1.0,1,82
1a,NB,2033,13,360,32,14,3,0.1,4.9,10,42,17,2,1.6,1.4,0.4,0.3,0.3,1.0,1.0,1,82
1a,SB,2033,13,360,32,14,3,0.1,4.9,10,42,17,2,1.6,1.4,0.4,0.3,0.3,1.0,1.0,1,82
1a,Bothbound,2038,13,750,31,14,3,0.1,4.9,10,42,17,2,1.6,1.4,0.4,0.3,0.3,1.0,1.0,1,82
1a,NB,2038,13,370,31,14,3,0.1,4.9,10,42,17,2,1.6,1.4,0.4,0.3,0.3,1.0,1.0,1,82
1a,SB,2038,13,380,31,14,3,0.1,4.9,10,42,17,2,1.6,1.4,0.4,0.3,0.3,1.0,1.0,1,82
1a,Bothbound,2023,14,670,34,18,3,0.2,7.8,12,31,16,2,2.7,2.3,0.4,0.3,0.3,1.0,1.0,2,77
1a,NB,2023,14,350,34,18,3,0.2,7.8,12,31,16,2,2.7,2.3,0.4,0.3,0.3,1.0,1.0,2,77
1a,SB,2023,14,320,34,18,3,0.2,7.8,12,31,16,2,2.7,2.3,0.4,0.3,0.3,1.0,1.0,2,77
1a,Bothbound,2028,14,690,34,18,3,0.2,7.8,12,31,16,2,2.7,2.3,0.4,0.3,0.3,1.0,1.0,2,77
1a,NB,2028,14,360,34,18,3,0.2,7.8,12,31,16,2,2.7,2.3,0.4,0.3,0.3,1.0,1.0,2,77
1a,SB,2028,14,330,34,18,3,0.2,7.8,12,31,16,2,2.7,2.3,0.4,0.3,0.3,1.0,1.0,2,77
1a,Bothbound,2033,14,720,33,18,3,0.2,7.8,12,31,16,2,2.7,2.3,0.4,0.3,0.3,1.0,1.0,2,77
1a,NB,2033,14,380,33,18,3,0.2,7.8,12,31,16,2,2.7,2.3,0.4,0.3,0.3,1.0,1.0,2,77
1a,SB,2033,14,340,33,18,3,0.2,7.8,12,31,16,2,2.7,2.3,0.4,0.3,0.3,1.0,1.0,2,77
1a,Bothbound,2038,14,760,32,18,3,0.2,7.8,12,31,16,2,2.7,2.3,0.4,0.3,0.3,1.0,1.0,2,77
1a,NB,2038,14,400,32,18,3,0.2,7.8,12,31,16,2,2.7,2.3,0.4,0.3,0.3,1.0,1.0,2,77
1a,SB,2038,14,360,32,18,3,0.2,7.8,12,31,16,2,2.7,2.3,0.4,0.3,0.3,1.0,1.0,2,77
1a,Bothbound,2023,15,680,34,25,2,0.2,6.8,10,30,13,3,2.2,1.7999999999999998,0.4,0.3,0.3,1.5,1.5,2,71
1a,NB,2023,15,350,34,25,2,0.2,6.8,10,30,13,3,2.2,1.7999999999999998,0.4,0.3,0.3,1.5,1.5,2,71
1a,SB,2023,15,330,34,25,2,0.2,6.8,10,30,13,3,2.2,1.7999999999999998,0.4,0.3,0.3,1.5,1.5,2,71
1a,Bothbound,2028,15,710,34,25,2,0.2,6.8,10,30,13,3,2.2,1.7999999999999998,0.4,0.3,0.3,1.5,1.5,2,71
1a,NB,2028,15,360,34,25,2,0.2,6.8,10,30,13,3,2.2,1.7999999999999998,0.4,0.3,0.3,1.5,1.5,2,71
1a,SB,2028,15,350,34,25,2,0.2,6.8,10,30,13,3,2.2,1.7999999999999998,0.4,0.3,0.3,1.5,1.5,2,71
1a,Bothbound,2033,15,740,33,25,2,0.2,6.8,10,30,13,3,2.2,1.7999999999999998,0.4,0.3,0.3,1.5,1.5,2,71
1a,NB,2033,15,380,33,25,2,0.2,6.8,10,30,13,3,2.2,1.7999999999999998,0.4,0.3,0.3,1.5,1.5,2,71
1a,SB,2033,15,360,33,25,2,0.2,6.8,10,30,13,3,2.2,1.7999999999999998,0.4,0.3,0.3,1.5,1.5,2,71
1a,Bothbound,2038,15,780,32,25,2,0.2,6.8,10,30,13,3,2.2,1.7999999999999998,0.4,0.3,0.3,1.5,1.5,2,71
1a,NB,2038,15,400,32,25,2,0.2,6.8,10,30,13,3,2.2,1.7999999999999998,0.4,0.3,0.3,1.5,1.5,2,71
1a,SB,2038,15,380,32,25,2,0.2,6.8,10,30,13,3,2.2,1.7999999999999998,0.4,0.3,0.3,1.5,1.5,2,71
1a,Bothbound,2023,16,630,35,17,3,0.2,7.8,8,30,20,3,2.7,2.3,0.4,0.3,0.3,1.5,1.5,2,78
1a,NB,2023,16,310,35,17,3,0.2,7.8,8,30,20,3,2.7,2.3,0.4,0.3,0.3,1.5,1.5,2,78
1a,SB,2023,16,320,35,17,3,0.2,7.8,8,30,20,3,2.7,2.3,0.4,0.3,0.3,1.5,1.5,2,78
1a,Bothbound,2028,16,650,34,17,3,0.2,7.8,8,30,20,3,2.7,2.3,0.4,0.3,0.3,1.5,1.5,2,78
1a,NB,2028,16,320,34,17,3,0.2,7.8,8,30,20,3,2.7,2.3,0.4,0.3,0.3,1.5,1.5,2,78
1a,SB,2028,16,330,34,17,3,0.2,7.8,8,30,20,3,2.7,2.3,0.4,0.3,0.3,1.5,1.5,2,78
