Road Type,Hour,Speed Fractions Range,Vehicle Type,Speed Fraction
1,11.0,Spd008,HGV8,1.0
1,11.0,Spd008,PLB,0.0
1,11.0,Spd008,PV4,10.0
1,11.0,Spd008,PV5,10.0
1,11.0,Spd008,NFB6,30.0
1,11.0,Spd008,NFB7,30.0
1,11.0,Spd008,NFB8,30.0
1,11.0,Spd008,FBSD,30.0
1,11.0,Spd008,FBDD,30.0
1,11.0,Spd008,MC,0.0
1,11.0,Spd016,PC,24.0
1,11.0,Spd016,Taxi,35.00000000000001
1,11.0,Spd016,LGV3,18.0
1,11.0,Spd016,LGV4,18.0
1,11.0,Spd016,LGV6,43.0
1,11.0,Spd016,HGV7,50.0
1,11.0,Spd016,HGV8,56.0
1,11.0,Spd016,PLB,57.0
1,11.0,Spd016,PV4,70.0
1,11.0,Spd016,PV5,70.0
1,11.0,Spd016,NFB6,50.0
1,11.0,Spd016,NFB7,50.0
1,11.0,Spd016,NFB8,50.0
1,11.0,Spd016,FBSD,50.0
1,11.0,Spd016,FBDD,50.0
1,11.0,Spd016,MC,17.0
1,11.0,Spd024,PC,55.00000000000001
1,11.0,Spd024,Taxi,40.0
1,11.0,Spd024,LGV3,45.0
1,11.0,Spd024,LGV4,45.0
1,11.0,Spd024,LGV6,33.0
1,11.0,Spd024,HGV7,35.0
1,11.0,Spd024,HGV8,18.0
1,11.0,Spd024,PLB,38.0
1,11.0,Spd024,PV4,20.0
1,11.0,Spd024,PV5,20.0
1,11.0,Spd024,NFB6,20.0
1,11.0,Spd024,NFB7,20.0
1,11.0,Spd024,NFB8,20.0
1,11.0,Spd024,FBSD,20.0
1,11.0,Spd024,FBDD,20.0
1,11.0,Spd024,MC,67.0
1,11.0,Spd032,PC,14.000000000000002
1,11.0,Spd032,Taxi,13.0
1,11.0,Spd032,LGV3,22.0
1,11.0,Spd032,LGV4,22.0
1,11.0,Spd032,LGV6,18.0
1,11.0,Spd032,HGV7,6.0
1,11.0,Spd032,HGV8,17.0
1,11.0,Spd032,PLB,5.0
1,11.0,Spd032,PV4,0.0
1,11.0,Spd032,PV5,0.0
1,11.0,Spd032,NFB6,0.0
1,11.0,Spd032,NFB7,0.0
1,11.0,Spd032,NFB8,0.0
1,11.0,Spd032,FBSD,0.0
1,11.0,Spd032,FBDD,0.0
1,11.0,Spd032,MC,16.0
1,11.0,Spd040,PC,3.0
1,11.0,Spd040,Taxi,9.0
1,11.0,Spd040,LGV3,10.0
1,11.0,Spd040,LGV4,10.0
1,11.0,Spd040,LGV6,6.0
1,11.0,Spd040,HGV7,7.000000000000001
1,11.0,Spd040,HGV8,5.000000000000001
1,11.0,Spd040,PLB,0.0
1,11.0,Spd040,PV4,0.0
1,11.0,Spd040,PV5,0.0
1,11.0,Spd040,NFB6,0.0
1,11.0,Spd040,NFB7,0.0
1,11.0,Spd040,NFB8,0.0
1,11.0,Spd040,FBSD,0.0
1,11.0,Spd040,FBDD,0.0
1,11.0,Spd040,MC,0.0
1,11.0,Spd048,PC,3.0
1,11.0,Spd048,Taxi,3.0
1,11.0,Spd048,LGV3,5.0
1,11.0,Spd048,LGV4,5.0
1,11.0,Spd048,LGV6,0.0
1,11.0,Spd048,HGV7,1.0
1,11.0,Spd048,HGV8,3.0
1,11.0,Spd048,PLB,0.0
1,11.0,Spd048,PV4,0.0
1,11.0,Spd048,PV5,0.0
1,11.0,Spd048,NFB6,0.0
1,11.0,Spd048,NFB7,0.0
1,11.0,Spd048,NFB8,0.0
1,11.0,Spd048,FBSD,0.0
1,11.0,Spd048,FBDD,0.0
1,11.0,Spd048,MC,0.0
1,11.0,Spd056,PC,0.0
1,11.0,Spd056,Taxi,0.0
1,11.0,Spd056,LGV3,0.0
1,11.0,Spd056,LGV4,0.0
1,11.0,Spd056,LGV6,0.0
1,11.0,Spd056,HGV7,0.0
1,11.0,Spd056,HGV8,0.0
1,11.0,Spd056,PLB,0.0
1,11.0,Spd056,PV4,0.0
1,11.0,Spd056,PV5,0.0
1,11.0,Spd056,NFB6,0.0
1,11.0,Spd056,NFB7,0.0
1,11.0,Spd056,NFB8,0.0
1,11.0,Spd056,FBSD,0.0
1,11.0,Spd056,FBDD,0.0
1,11.0,Spd056,MC,0.0
1,11.0,Spd064,PC,0.0
1,11.0,Spd064,Taxi,0.0
1,11.0,Spd064,LGV3,0.0
1,11.0,Spd064,LGV4,0.0
1,11.0,Spd064,LGV6,0.0
1,11.0,Spd064,HGV7,0.0
1,11.0,Spd064,HGV8,0.0
1,11.0,Spd064,PLB,0.0
1,11.0,Spd064,PV4,0.0
1,11.0,Spd064,PV5,0.0
1,11.0,Spd064,NFB6,0.0
1,11.0,Spd064,NFB7,0.0
1,11.0,Spd064,NFB8,0.0
1,11.0,Spd064,FBSD,0.0
1,11.0,Spd064,FBDD,0.0
1,11.0,Spd064,MC,0.0
1,12.0,Spd008,PC,1.0
1,12.0,Spd008,Taxi,0.0
1,12.0,Spd008,LGV3,0.0
1,12.0,Spd008,LGV4,0.0
1,12.0,Spd008,LGV6,0.0
1,12.0,Spd008,HGV7,1.0
1,12.0,Spd008,HGV8,1.0
1,12.0,Spd008,PLB,0.0
1,12.0,Spd008,PV4,10.0
1,12.0,Spd008,PV5,10.0
1,12.0,Spd008,NFB6,30.0
1,12.0,Spd008,NFB7,30.0
1,12.0,Spd008,NFB8,30.0
1,12.0,Spd008,FBSD,30.0
1,12.0,Spd008,FBDD,30.0
1,12.0,Spd008,MC,0.0
1,12.0,Spd016,PC,24.0
1,12.0,Spd016,Taxi,35.00000000000001
1,12.0,Spd016,LGV3,18.0
1,12.0,Spd016,LGV4,18.0
1,12.0,Spd016,LGV6,43.0
1,12.0,Spd016,HGV7,50.0
1,12.0,Spd016,HGV8,56.0
1,12.0,Spd016,PLB,57.0
1,12.0,Spd016,PV4,70.0
1,12.0,Spd016,PV5,70.0
1,12.0,Spd016,NFB6,50.0
1,12.0,Spd016,NFB7,50.0
1,12.0,Spd016,NFB8,50.0
1,12.0,Spd016,FBSD,50.0
1,12.0,Spd016,FBDD,50.0
1,12.0,Spd016,MC,17.0
1,12.0,Spd024,PC,55.00000000000001
1,12.0,Spd024,Taxi,40.0
1,12.0,Spd024,LGV3,45.0
1,12.0,Spd024,LGV4,45.0
1,12.0,Spd024,LGV6,33.0
1,12.0,Spd024,HGV7,35.0
1,12.0,Spd024,HGV8,18.0
1,12.0,Spd024,PLB,38.0
1,12.0,Spd024,PV4,20.0
1,12.0,Spd024,PV5,20.0
1,12.0,Spd024,NFB6,20.0
1,12.0,Spd024,NFB7,20.0
1,12.0,Spd024,NFB8,20.0
1,12.0,Spd024,FBSD,20.0
1,12.0,Spd024,FBDD,20.0
1,12.0,Spd024,MC,67.0
1,12.0,Spd032,PC,14.000000000000002
1,12.0,Spd032,Taxi,13.0
1,12.0,Spd032,LGV3,22.0
1,12.0,Spd032,LGV4,22.0
1,12.0,Spd032,LGV6,18.0
1,12.0,Spd032,HGV7,6.0
1,12.0,Spd032,HGV8,17.0
1,12.0,Spd032,PLB,5.0
1,12.0,Spd032,PV4,0.0
1,12.0,Spd032,PV5,0.0
1,12.0,Spd032,NFB6,0.0
1,12.0,Spd032,NFB7,0.0
1,12.0,Spd032,NFB8,0.0
1,12.0,Spd032,FBSD,0.0
1,12.0,Spd032,FBDD,0.0
1,12.0,Spd032,MC,16.0
1,12.0,Spd040,PC,3.0
1,12.0,Spd040,Taxi,9.0
1,12.0,Spd040,LGV3,10.0
1,12.0,Spd040,LGV4,10.0
1,12.0,Spd040,LGV6,6.0
1,12.0,Spd040,HGV7,7.000000000000001
1,12.0,Spd040,HGV8,5.000000000000001
1,12.0,Spd040,PLB,0.0
1,12.0,Spd040,PV4,0.0
1,12.0,Spd040,PV5,0.0
1,12.0,Spd040,NFB6,0.0
1,12.0,Spd040,NFB7,0.0
1,12.0,Spd040,NFB8,0.0
1,12.0,Spd040,FBSD,0.0
1,12.0,Spd040,FBDD,0.0
1,12.0,Spd040,MC,0.0
1,12.0,Spd048,PC,3.0
1,12.0,Spd048,Taxi,3.0
1,12.0,Spd048,LGV3,5.0
1,12.0,Spd048,LGV4,5.0
1,12.0,Spd048,LGV6,0.0
1,12.0,Spd048,HGV7,1.0
1,12.0,Spd048,HGV8,3.0
1,12.0,Spd048,PLB,0.0
1,12.0,Spd048,PV4,0.0
1,12.0,Spd048,PV5,0.0
1,12.0,Spd048,NFB6,0.0
1,12.0,Spd048,NFB7,0.0
1,12.0,Spd048,NFB8,0.0
1,12.0,Spd048,FBSD,0.0
1,12.0,Spd048,FBDD,0.0
1,12.0,Spd048,MC,0.0
1,12.0,Spd056,PC,0.0
1,12.0,Spd056,Taxi,0.0
1,12.0,Spd056,LGV3,0.0
1,12.0,Spd056,LGV4,0.0
1,12.0,Spd056,LGV6,0.0
1,12.0,Spd056,HGV7,0.0
1,12.0,Spd056,HGV8,0.0
1,12.0,Spd056,PLB,0.0
1,12.0,Spd056,PV4,0.0
1,12.0,Spd056,PV5,0.0
1,12.0,Spd056,NFB6,0.0
1,12.0,Spd056,NFB7,0.0
1,12.0,Spd056,NFB8,0.0
1,12.0,Spd056,FBSD,0.0
1,12.0,Spd056,FBDD,0.0
1,12.0,Spd056,MC,0.0
1,12.0,Spd064,PC,0.0
1,12.0,Spd064,Taxi,0.0
1,12.0,Spd064,LGV3,0.0
1,12.0,Spd064,LGV4,0.0
1,12.0,Spd064,LGV6,0.0
1,12.0,Spd064,HGV7,0.0
1,12.0,Spd064,HGV8,0.0
1,12.0,Spd064,PLB,0.0
1,12.0,Spd064,PV4,0.0
1,12.0,Spd064,PV5,0.0
1,12.0,Spd064,NFB6,0.0
1,12.0,Spd064,NFB7,0.0
1,12.0,Spd064,NFB8,0.0
1,12.0,Spd064,FBSD,0.0
1,12.0,Spd064,FBDD,0.0
1,12.0,Spd064,MC,0.0
1,13.0,Spd008,PC,1.0
1,13.0,Spd008,Taxi,0.0
1,13.0,Spd008,LGV3,0.0
1,13.0,Spd008,LGV4,0.0
1,13.0,Spd008,LGV6,0.0
1,13.0,Spd008,HGV7,1.0
1,13.0,Spd008,HGV8,1.0
1,13.0,Spd008,PLB,0.0
1,13.0,Spd008,PV4,10.0
1,13.0,Spd008,PV5,10.0
1,13.0,Spd008,NFB6,30.0
1,13.0,Spd008,NFB7,30.0
1,13.0,Spd008,NFB8,30.0
1,13.0,Spd008,FBSD,30.0
1,13.0,Spd008,FBDD,30.0
1,13.0,Spd008,MC,0.0
1,13.0,Spd016,PC,24.0
1,13.0,Spd016,Taxi,35.00000000000001
1,13.0,Spd016,LGV3,18.0
1,13.0,Spd016,LGV4,18.0
1,13.0,Spd016,LGV6,43.0
1,13.0,Spd016,HGV7,50.0
1,13.0,Spd016,HGV8,56.0
1,13.0,Spd016,PLB,57.0
1,13.0,Spd016,PV4,70.0
1,13.0,Spd016,PV5,70.0
1,13.0,Spd016,NFB6,50.0
1,13.0,Spd016,NFB7,50.0
1,13.0,Spd016,NFB8,50.0
1,13.0,Spd016,FBSD,50.0
1,13.0,Spd016,FBDD,50.0
1,13.0,Spd016,MC,17.0
1,13.0,Spd024,PC,55.00000000000001
1,13.0,Spd024,Taxi,40.0
1,13.0,Spd024,LGV3,45.0
1,13.0,Spd024,LGV4,45.0
1,13.0,Spd024,LGV6,33.0
1,13.0,Spd024,HGV7,35.0
1,13.0,Spd024,HGV8,18.0
1,13.0,Spd024,PLB,38.0
1,13.0,Spd024,PV4,20.0
1,13.0,Spd024,PV5,20.0
1,13.0,Spd024,NFB6,20.0
1,13.0,Spd024,NFB7,20.0
1,13.0,Spd024,NFB8,20.0
1,13.0,Spd024,FBSD,20.0
1,13.0,Spd024,FBDD,20.0
1,13.0,Spd024,MC,67.0
1,13.0,Spd032,PC,14.000000000000002
1,13.0,Spd032,Taxi,13.0
1,13.0,Spd032,LGV3,22.0
1,13.0,Spd032,LGV4,22.0
1,13.0,Spd032,LGV6,18.0
1,13.0,Spd032,HGV7,6.0
1,13.0,Spd032,HGV8,17.0
1,13.0,Spd032,PLB,5.0
1,13.0,Spd032,PV4,0.0
1,13.0,Spd032,PV5,0.0
1,13.0,Spd032,NFB6,0.0
1,13.0,Spd032,NFB7,0.0
1,13.0,Spd032,NFB8,0.0
1,13.0,Spd032,FBSD,0.0
1,13.0,Spd032,FBDD,0.0
1,13.0,Spd032,MC,16.0
1,13.0,Spd040,PC,3.0
1,13.0,Spd040,Taxi,9.0
1,13.0,Spd040,LGV3,10.0
1,13.0,Spd040,LGV4,10.0
1,13.0,Spd040,LGV6,6.0
1,13.0,Spd040,HGV7,7.000000000000001
1,13.0,Spd040,HGV8,5.000000000000001
1,13.0,Spd040,PLB,0.0
1,13.0,Spd040,PV4,0.0
1,13.0,Spd040,PV5,0.0
1,13.0,Spd040,NFB6,0.0
1,13.0,Spd040,NFB7,0.0
1,13.0,Spd040,NFB8,0.0
1,13.0,Spd040,FBSD,0.0
1,13.0,Spd040,FBDD,0.0
1,13.0,Spd040,MC,0.0
1,13.0,Spd048,PC,3.0
1,13.0,Spd048,Taxi,3.0
1,13.0,Spd048,LGV3,5.0
1,13.0,Spd048,LGV4,5.0
1,13.0,Spd048,LGV6,0.0
1,13.0,Spd048,HGV7,1.0
1,13.0,Spd048,HGV8,3.0
1,13.0,Spd048,PLB,0.0
1,13.0,Spd048,PV4,0.0
1,13.0,Spd048,PV5,0.0
1,13.0,Spd048,NFB6,0.0
1,13.0,Spd048,NFB7,0.0
1,13.0,Spd048,NFB8,0.0
1,13.0,Spd048,FBSD,0.0
1,13.0,Spd048,FBDD,0.0
1,13.0,Spd048,MC,0.0
1,13.0,Spd056,PC,0.0
1,13.0,Spd056,Taxi,0.0
1,13.0,Spd056,LGV3,0.0
1,13.0,Spd056,LGV4,0.0
1,13.0,Spd056,LGV6,0.0
1,13.0,Spd056,HGV7,0.0
1,13.0,Spd056,HGV8,0.0
1,13.0,Spd056,PLB,0.0
1,13.0,Spd056,PV4,0.0
1,13.0,Spd056,PV5,0.0
1,13.0,Spd056,NFB6,0.0
1,13.0,Spd056,NFB7,0.0
1,13.0,Spd056,NFB8,0.0
1,13.0,Spd056,FBSD,0.0
1,13.0,Spd056,FBDD,0.0
1,13.0,Spd056,MC,0.0
1,13.0,Spd064,PC,0.0
1,13.0,Spd064,Taxi,0.0
1,13.0,Spd064,LGV3,0.0
1,13.0,Spd064,LGV4,0.0
1,13.0,Spd064,LGV6,0.0
1,13.0,Spd064,HGV7,0.0
1,13.0,Spd064,HGV8,0.0
1,13.0,Spd064,PLB,0.0
1,13.0,Spd064,PV4,0.0
1,13.0,Spd064,PV5,0.0
1,13.0,Spd064,NFB6,0.0
1,13.0,Spd064,NFB7,0.0
1,13.0,Spd064,NFB8,0.0
1,13.0,Spd064,FBSD,0.0
1,13.0,Spd064,FBDD,0.0
1,13.0,Spd064,MC,0.0
1,14.0,Spd008,PC,1.0
1,14.0,Spd008,Taxi,0.0
1,14.0,Spd008,LGV3,0.0
1,14.0,Spd008,LGV4,0.0
1,14.0,Spd008,LGV6,0.0
1,14.0,Spd008,HGV7,1.0
1,14.0,Spd008,HGV8,1.0
1,14.0,Spd008,PLB,0.0
1,14.0,Spd008,PV4,10.0
1,14.0,Spd008,PV5,10.0
1,14.0,Spd008,NFB6,30.0
1,14.0,Spd008,NFB7,30.0
1,14.0,Spd008,NFB8,30.0
1,14.0,Spd008,FBSD,30.0
1,14.0,Spd008,FBDD,30.0
1,14.0,Spd008,MC,0.0
1,14.0,Spd016,PC,24.0
1,14.0,Spd016,Taxi,35.00000000000001
1,14.0,Spd016,LGV3,18.0
1,14.0,Spd016,LGV4,18.0
1,14.0,Spd016,LGV6,43.0
1,14.0,Spd016,HGV7,50.0
1,14.0,Spd016,HGV8,56.0
1,14.0,Spd016,PLB,57.0
1,14.0,Spd016,PV4,70.0
1,14.0,Spd016,PV5,70.0
1,14.0,Spd016,NFB6,50.0
1,14.0,Spd016,NFB7,50.0
1,14.0,Spd016,NFB8,50.0
1,14.0,Spd016,FBSD,50.0
1,14.0,Spd016,FBDD,50.0
1,14.0,Spd016,MC,17.0
1,14.0,Spd024,PC,55.00000000000001
1,14.0,Spd024,Taxi,40.0
1,14.0,Spd024,LGV3,45.0
1,14.0,Spd024,LGV4,45.0
1,14.0,Spd024,LGV6,33.0
1,14.0,Spd024,HGV7,35.0
1,14.0,Spd024,HGV8,18.0
1,14.0,Spd024,PLB,38.0
1,14.0,Spd024,PV4,20.0
1,14.0,Spd024,PV5,20.0
1,14.0,Spd024,NFB6,20.0
1,14.0,Spd024,NFB7,20.0
1,14.0,Spd024,NFB8,20.0
1,14.0,Spd024,FBSD,20.0
1,14.0,Spd024,FBDD,20.0
1,14.0,Spd024,MC,67.0
1,14.0,Spd032,PC,14.000000000000002
1,14.0,Spd032,Taxi,13.0
1,14.0,Spd032,LGV3,22.0
1,14.0,Spd032,LGV4,22.0
1,14.0,Spd032,LGV6,18.0
1,14.0,Spd032,HGV7,6.0
1,14.0,Spd032,HGV8,17.0
1,14.0,Spd032,PLB,5.0
1,14.0,Spd032,PV4,0.0
1,14.0,Spd032,PV5,0.0
1,14.0,Spd032,NFB6,0.0
1,14.0,Spd032,NFB7,0.0
1,14.0,Spd032,NFB8,0.0
1,14.0,Spd032,FBSD,0.0
1,14.0,Spd032,FBDD,0.0
1,14.0,Spd032,MC,16.0
1,14.0,Spd040,PC,3.0
1,14.0,Spd040,Taxi,9.0
1,14.0,Spd040,LGV3,10.0
1,14.0,Spd040,LGV4,10.0
1,14.0,Spd040,LGV6,6.0
1,14.0,Spd040,HGV7,7.000000000000001
1,14.0,Spd040,HGV8,5.000000000000001
1,14.0,Spd040,PLB,0.0
1,14.0,Spd040,PV4,0.0
1,14.0,Spd040,PV5,0.0
1,14.0,Spd040,NFB6,0.0
1,14.0,Spd040,NFB7,0.0
1,14.0,Spd040,NFB8,0.0
1,14.0,Spd040,FBSD,0.0
1,14.0,Spd040,FBDD,0.0
1,14.0,Spd040,MC,0.0
1,14.0,Spd048,PC,3.0
1,14.0,Spd048,Taxi,3.0
1,14.0,Spd048,LGV3,5.0
1,14.0,Spd048,LGV4,5.0
1,14.0,Spd048,LGV6,0.0
1,14.0,Spd048,HGV7,1.0
1,14.0,Spd048,HGV8,3.0
1,14.0,Spd048,PLB,0.0
1,14.0,Spd048,PV4,0.0
1,14.0,Spd048,PV5,0.0
1,14.0,Spd048,NFB6,0.0
1,14.0,Spd048,NFB7,0.0
1,14.0,Spd048,NFB8,0.0
1,14.0,Spd048,FBSD,0.0
1,14.0,Spd048,FBDD,0.0
1,14.0,Spd048,MC,0.0
1,14.0,Spd056,PC,0.0
1,14.0,Spd056,Taxi,0.0
1,14.0,Spd056,LGV3,0.0
1,14.0,Spd056,LGV4,0.0
1,14.0,Spd056,LGV6,0.0
1,14.0,Spd056,HGV7,0.0
1,14.0,Spd056,HGV8,0.0
1,14.0,Spd056,PLB,0.0
1,14.0,Spd056,PV4,0.0
1,14.0,Spd056,PV5,0.0
1,14.0,Spd056,NFB6,0.0
1,14.0,Spd056,NFB7,0.0
1,14.0,Spd056,NFB8,0.0
1,14.0,Spd056,FBSD,0.0
1,14.0,Spd056,FBDD,0.0
1,14.0,Spd056,MC,0.0
1,14.0,Spd064,PC,0.0
1,14.0,Spd064,Taxi,0.0
1,14.0,Spd064,LGV3,0.0
1,14.0,Spd064,LGV4,0.0
1,14.0,Spd064,LGV6,0.0
1,14.0,Spd064,HGV7,0.0
1,14.0,Spd064,HGV8,0.0
1,14.0,Spd064,PLB,0.0
1,14.0,Spd064,PV4,0.0
1,14.0,Spd064,PV5,0.0
1,14.0,Spd064,NFB6,0.0
1,14.0,Spd064,NFB7,0.0
1,14.0,Spd064,NFB8,0.0
1,14.0,Spd064,FBSD,0.0
1,14.0,Spd064,FBDD,0.0
1,14.0,Spd064,MC,0.0
1,15.0,Spd008,PC,1.0
1,15.0,Spd008,Taxi,0.0
1,15.0,Spd008,LGV3,0.0
1,15.0,Spd008,LGV4,0.0
1,15.0,Spd008,LGV6,0.0
1,15.0,Spd008,HGV7,1.0
1,15.0,Spd008,HGV8,1.0
1,15.0,Spd008,PLB,0.0
1,15.0,Spd008,PV4,10.0
1,15.0,Spd008,PV5,10.0
1,15.0,Spd008,NFB6,30.0
1,15.0,Spd008,NFB7,30.0
1,15.0,Spd008,NFB8,30.0
1,15.0,Spd008,FBSD,30.0
1,15.0,Spd008,FBDD,30.0
1,15.0,Spd008,MC,0.0
1,15.0,Spd016,PC,24.0
1,15.0,Spd016,Taxi,35.00000000000001
1,15.0,Spd016,LGV3,18.0
1,15.0,Spd016,LGV4,18.0
1,15.0,Spd016,LGV6,43.0
1,15.0,Spd016,HGV7,50.0
1,15.0,Spd016,HGV8,56.0
1,15.0,Spd016,PLB,57.0
1,15.0,Spd016,PV4,70.0
1,15.0,Spd016,PV5,70.0
1,15.0,Spd016,NFB6,50.0
1,15.0,Spd016,NFB7,50.0
1,15.0,Spd016,NFB8,50.0
1,15.0,Spd016,FBSD,50.0
1,15.0,Spd016,FBDD,50.0
1,15.0,Spd016,MC,17.0
1,15.0,Spd024,PC,55.00000000000001
1,15.0,Spd024,Taxi,40.0
1,15.0,Spd024,LGV3,45.0
1,15.0,Spd024,LGV4,45.0
1,15.0,Spd024,LGV6,33.0
1,15.0,Spd024,HGV7,35.0
1,15.0,Spd024,HGV8,18.0
1,15.0,Spd024,PLB,38.0
1,15.0,Spd024,PV4,20.0
1,15.0,Spd024,PV5,20.0
1,15.0,Spd024,NFB6,20.0
1,15.0,Spd024,NFB7,20.0
1,15.0,Spd024,NFB8,20.0
1,15.0,Spd024,FBSD,20.0
1,15.0,Spd024,FBDD,20.0
1,15.0,Spd024,MC,67.0
1,15.0,Spd032,PC,14.000000000000002
1,15.0,Spd032,Taxi,13.0
1,15.0,Spd032,LGV3,22.0
1,15.0,Spd032,LGV4,22.0
1,15.0,Spd032,LGV6,18.0
1,15.0,Spd032,HGV7,6.0
1,15.0,Spd032,HGV8,17.0
1,15.0,Spd032,PLB,5.0
1,15.0,Spd032,PV4,0.0
1,15.0,Spd032,PV5,0.0
1,15.0,Spd032,NFB6,0.0
1,15.0,Spd032,NFB7,0.0
1,15.0,Spd032,NFB8,0.0
1,15.0,Spd032,FBSD,0.0
1,15.0,Spd032,FBDD,0.0
1,15.0,Spd032,MC,16.0
1,15.0,Spd040,PC,3.0
1,15.0,Spd040,Taxi,9.0
1,15.0,Spd040,LGV3,10.0
1,15.0,Spd040,LGV4,10.0
1,15.0,Spd040,LGV6,6.0
1,15.0,Spd040,HGV7,7.000000000000001
1,15.0,Spd040,HGV8,5.000000000000001
1,15.0,Spd040,PLB,0.0
1,15.0,Spd040,PV4,0.0
1,15.0,Spd040,PV5,0.0
1,15.0,Spd040,NFB6,0.0
1,15.0,Spd040,NFB7,0.0
1,15.0,Spd040,NFB8,0.0
1,15.0,Spd040,FBSD,0.0
1,15.0,Spd040,FBDD,0.0
1,15.0,Spd040,MC,0.0
1,15.0,Spd048,PC,3.0
1,15.0,Spd048,Taxi,3.0
1,15.0,Spd048,LGV3,5.0
1,15.0,Spd048,LGV4,5.0
1,15.0,Spd048,LGV6,0.0
1,15.0,Spd048,HGV7,1.0
1,15.0,Spd048,HGV8,3.0
1,15.0,Spd048,PLB,0.0
1,15.0,Spd048,PV4,0.0
1,15.0,Spd048,PV5,0.0
1,15.0,Spd048,NFB6,0.0
1,15.0,Spd048,NFB7,0.0
1,15.0,Spd048,NFB8,0.0
1,15.0,Spd048,FBSD,0.0
1,15.0,Spd048,FBDD,0.0
1,15.0,Spd048,MC,0.0
1,15.0,Spd056,PC,0.0
1,15.0,Spd056,Taxi,0.0
1,15.0,Spd056,LGV3,0.0
1,15.0,Spd056,LGV4,0.0
1,15.0,Spd056,LGV6,0.0
1,15.0,Spd056,HGV7,0.0
1,15.0,Spd056,HGV8,0.0
1,15.0,Spd056,PLB,0.0
1,15.0,Spd056,PV4,0.0
1,15.0,Spd056,PV5,0.0
1,15.0,Spd056,NFB6,0.0
1,15.0,Spd056,NFB7,0.0
1,15.0,Spd056,NFB8,0.0
1,15.0,Spd056,FBSD,0.0
1,15.0,Spd056,FBDD,0.0
1,15.0,Spd056,MC,0.0
1,15.0,Spd064,PC,0.0
1,15.0,Spd064,Taxi,0.0
1,15.0,Spd064,LGV3,0.0
1,15.0,Spd064,LGV4,0.0
1,15.0,Spd064,LGV6,0.0
1,15.0,Spd064,HGV7,0.0
1,15.0,Spd064,HGV8,0.0
1,15.0,Spd064,PLB,0.0
1,15.0,Spd064,PV4,0.0
1,15.0,Spd064,PV5,0.0
1,15.0,Spd064,NFB6,0.0
1,15.0,Spd064,NFB7,0.0
1,15.0,Spd064,NFB8,0.0
1,15.0,Spd064,FBSD,0.0
1,15.0,Spd064,FBDD,0.0
1,15.0,Spd064,MC,0.0
1,16.0,Spd008,PC,1.0
1,16.0,Spd008,Taxi,0.0
1,16.0,Spd008,LGV3,0.0
1,16.0,Spd008,LGV4,0.0
1,16.0,Spd008,LGV6,0.0
1,16.0,Spd008,HGV7,1.0
1,16.0,Spd008,HGV8,1.0
1,16.0,Spd008,PLB,0.0
1,16.0,Spd008,PV4,10.0
1,16.0,Spd008,PV5,10.0
1,16.0,Spd008,NFB6,30.0
1,16.0,Spd008,NFB7,30.0
1,16.0,Spd008,NFB8,30.0
1,16.0,Spd008,FBSD,30.0
1,16.0,Spd008,FBDD,30.0
1,16.0,Spd008,MC,0.0
1,16.0,Spd016,PC,24.0
1,16.0,Spd016,Taxi,35.00000000000001
1,16.0,Spd016,LGV3,18.0
1,16.0,Spd016,LGV4,18.0
1,16.0,Spd016,LGV6,43.0
1,16.0,Spd016,HGV7,50.0
1,16.0,Spd016,HGV8,56.0
1,16.0,Spd016,PLB,57.0
1,16.0,Spd016,PV4,70.0
1,16.0,Spd016,PV5,70.0
1,16.0,Spd016,NFB6,50.0
1,16.0,Spd016,NFB7,50.0
1,16.0,Spd016,NFB8,50.0
1,16.0,Spd016,FBSD,50.0
1,16.0,Spd016,FBDD,50.0
1,16.0,Spd016,MC,17.0
1,16.0,Spd024,PC,55.00000000000001
1,16.0,Spd024,Taxi,40.0
1,16.0,Spd024,LGV3,45.0
1,16.0,Spd024,LGV4,45.0
1,16.0,Spd024,LGV6,33.0
1,16.0,Spd024,HGV7,35.0
1,16.0,Spd024,HGV8,18.0
1,16.0,Spd024,PLB,38.0
1,16.0,Spd024,PV4,20.0
1,16.0,Spd024,PV5,20.0
1,16.0,Spd024,NFB6,20.0
1,16.0,Spd024,NFB7,20.0
1,16.0,Spd024,NFB8,20.0
1,16.0,Spd024,FBSD,20.0
1,16.0,Spd024,FBDD,20.0
1,16.0,Spd024,MC,67.0
1,16.0,Spd032,PC,14.000000000000002
1,16.0,Spd032,Taxi,13.0
1,16.0,Spd032,LGV3,22.0
1,16.0,Spd032,LGV4,22.0
1,16.0,Spd032,LGV6,18.0
1,16.0,Spd032,HGV7,6.0
1,16.0,Spd032,HGV8,17.0
1,16.0,Spd032,PLB,5.0
1,16.0,Spd032,PV4,0.0
1,16.0,Spd032,PV5,0.0
1,16.0,Spd032,NFB6,0.0
1,16.0,Spd032,NFB7,0.0
1,16.0,Spd032,NFB8,0.0
1,16.0,Spd032,FBSD,0.0
1,16.0,Spd032,FBDD,0.0
1,16.0,Spd032,MC,16.0
1,16.0,Spd040,PC,3.0
1,16.0,Spd040,Taxi,9.0
1,16.0,Spd040,LGV3,10.0
1,16.0,Spd040,LGV4,10.0
1,16.0,Spd040,LGV6,6.0
1,16.0,Spd040,HGV7,7.000000000000001
1,16.0,Spd040,HGV8,5.000000000000001
1,16.0,Spd040,PLB,0.0
1,16.0,Spd040,PV4,0.0
